percentile,component,time,GMST
p05,bc_snow,1966,8.92e-06
p05,bc_snow,1967,9.39e-06
p05,bc_snow,1968,1.08e-05
p05,bc_snow,1969,1.31e-05
p05,bc_snow,1970,1.55e-05
p05,bc_snow,1971,1.73e-05
p05,bc_snow,1972,1.88e-05
p05,bc_snow,1973,2.06e-05
p05,bc_snow,1974,2.26e-05
p05,bc_snow,1975,2.43e-05
p05,bc_snow,1976,2.52e-05
p05,bc_snow,1977,2.48e-05
p05,bc_snow,1978,2.41e-05
p05,bc_snow,1979,2.31e-05
p05,bc_snow,1980,2.11e-05
p05,bc_snow,1981,1.86e-05
p05,bc_snow,1982,1.64e-05
p05,bc_snow,1983,1.52e-05
p05,bc_snow,1984,1.55e-05
p05,bc_snow,1985,1.73e-05
p05,bc_snow,1986,1.93e-05
p05,bc_snow,1987,2.18e-05
p05,bc_snow,1988,2.37e-05
p05,bc_snow,1989,2.39e-05
p05,bc_snow,1990,2.36e-05
p05,bc_snow,1991,2.35e-05
p05,bc_snow,1992,2.27e-05
p05,bc_snow,1993,2.21e-05
p05,bc_snow,1994,2.29e-05
p05,bc_snow,1995,2.24e-05
p05,bc_snow,1996,1.89e-05
p05,bc_snow,1997,1.45e-05
p05,bc_snow,1998,7.85e-06
p05,bc_snow,1999,-5.67e-05
p05,bc_snow,2000,-8.33e-05
p05,bc_snow,2001,-6.59e-05
p05,bc_snow,2002,-3.05e-05
p05,bc_snow,2003,4.66e-06
p05,bc_snow,2004,9.59e-06
p05,bc_snow,2005,1.32e-05
p05,bc_snow,2006,1.43e-05
p05,bc_snow,2007,1.32e-05
p05,bc_snow,2008,1.12e-05
p05,bc_snow,2009,8.12e-06
p05,bc_snow,2010,-1.36e-05
p05,bc_snow,2011,-5.36e-05
p05,bc_snow,2012,-0.000134707
p05,bc_snow,2013,-0.000272503
p05,bc_snow,2014,-0.000426885
p05,bc_snow,2015,-0.00060146
p05,bc_snow,2016,-0.000728984
p05,bc_snow,2017,-0.000803938
p05,bc_snow,2018,-0.000866755
p05,bc_snow,2019,-0.00082493
p05,bc_snow,2020,-0.000605777
p05,bc_snow,2021,-0.000410089
p05,ch4,1946,0.000893954
p05,ch4,1947,0.000902421
p05,ch4,1948,0.000911616
p05,ch4,1949,0.000930573
p05,ch4,1950,0.000966999
p05,ch4,1951,0.001021992
p05,ch4,1952,0.001096671
p05,ch4,1953,0.001194048
p05,ch4,1954,0.001309518
p05,ch4,1955,0.001430155
p05,ch4,1956,0.001537841
p05,ch4,1957,0.001615476
p05,ch4,1958,0.00166146
p05,ch4,1959,0.001692234
p05,ch4,1960,0.001723814
p05,ch4,1961,0.001760062
p05,ch4,1962,0.001800652
p05,ch4,1963,0.001848701
p05,ch4,1964,0.001910758
p05,ch4,1965,0.001988885
p05,ch4,1966,0.002078766
p05,ch4,1967,0.002168384
p05,ch4,1968,0.002249388
p05,ch4,1969,0.002323651
p05,ch4,1970,0.002390808
p05,ch4,1971,0.002447743
p05,ch4,1972,0.0024896
p05,ch4,1973,0.002511943
p05,ch4,1974,0.00251998
p05,ch4,1975,0.002523108
p05,ch4,1976,0.002531669
p05,ch4,1977,0.002553514
p05,ch4,1978,0.002586001
p05,ch4,1979,0.00261557
p05,ch4,1980,0.002624321
p05,ch4,1981,0.002604213
p05,ch4,1982,0.00255786
p05,ch4,1983,0.002488829
p05,ch4,1984,0.002404742
p05,ch4,1985,0.002319976
p05,ch4,1986,0.002238278
p05,ch4,1987,0.002163964
p05,ch4,1988,0.002099963
p05,ch4,1989,0.002030131
p05,ch4,1990,0.001944022
p05,ch4,1991,0.001843529
p05,ch4,1992,0.001729163
p05,ch4,1993,0.00159989
p05,ch4,1994,0.00147284
p05,ch4,1995,0.001373395
p05,ch4,1996,0.001291913
p05,ch4,1997,0.00121494
p05,ch4,1998,0.001144902
p05,ch4,1999,0.001076717
p05,ch4,2000,0.001003585
p05,ch4,2001,0.000920013
p05,ch4,2002,0.000822241
p05,ch4,2003,0.000723664
p05,ch4,2004,0.000656264
p05,ch4,2005,0.000633877
p05,ch4,2006,0.000647504
p05,ch4,2007,0.000679038
p05,ch4,2008,0.000717184
p05,ch4,2009,0.00076484
p05,ch4,2010,0.000823299
p05,ch4,2011,0.000884793
p05,ch4,2012,0.000939002
p05,ch4,2013,0.000985845
p05,ch4,2014,0.00103355
p05,ch4,2015,0.001081881
p05,ch4,2016,0.001132035
p05,ch4,2017,0.001193437
p05,ch4,2018,0.001268692
p05,ch4,2019,0.001344489
p05,ch4,2020,0.001407832
p05,ch4,2021,0.0014568
p05,co2,1946,0.001570381
p05,co2,1947,0.001370461
p05,co2,1948,0.001283707
p05,co2,1949,0.001314536
p05,co2,1950,0.001421979
p05,co2,1951,0.001559684
p05,co2,1952,0.001700181
p05,co2,1953,0.001833796
p05,co2,1954,0.001954023
p05,co2,1955,0.002060411
p05,co2,1956,0.002183643
p05,co2,1957,0.002337082
p05,co2,1958,0.002515986
p05,co2,1959,0.002718963
p05,co2,1960,0.002939261
p05,co2,1961,0.003159103
p05,co2,1962,0.003379091
p05,co2,1963,0.00359227
p05,co2,1964,0.003779818
p05,co2,1965,0.003944228
p05,co2,1966,0.004131014
p05,co2,1967,0.00435149
p05,co2,1968,0.004620901
p05,co2,1969,0.005019328
p05,co2,1970,0.005503989
p05,co2,1971,0.005927438
p05,co2,1972,0.006231117
p05,co2,1973,0.006462161
p05,co2,1974,0.006661657
p05,co2,1975,0.006839991
p05,co2,1976,0.007041515
p05,co2,1977,0.007240567
p05,co2,1978,0.007379293
p05,co2,1979,0.007566087
p05,co2,1980,0.007849081
p05,co2,1981,0.008109219
p05,co2,1982,0.008255952
p05,co2,1983,0.008323329
p05,co2,1984,0.008418347
p05,co2,1985,0.008579733
p05,co2,1986,0.00879169
p05,co2,1987,0.009017148
p05,co2,1988,0.009145573
p05,co2,1989,0.009113759
p05,co2,1990,0.008973551
p05,co2,1991,0.008796501
p05,co2,1992,0.00862231
p05,co2,1993,0.008445551
p05,co2,1994,0.00838413
p05,co2,1995,0.008541086
p05,co2,1996,0.008808669
p05,co2,1997,0.009107413
p05,co2,1998,0.009406644
p05,co2,1999,0.00968124
p05,co2,2000,0.009921059
p05,co2,2001,0.01013516
p05,co2,2002,0.010349729
p05,co2,2003,0.010517404
p05,co2,2004,0.010651932
p05,co2,2005,0.010800205
p05,co2,2006,0.010918742
p05,co2,2007,0.010973262
p05,co2,2008,0.010968954
p05,co2,2009,0.010994825
p05,co2,2010,0.011077784
p05,co2,2011,0.011181239
p05,co2,2012,0.011372425
p05,co2,2013,0.011644495
p05,co2,2014,0.011936062
p05,co2,2015,0.012213565
p05,co2,2016,0.012452611
p05,co2,2017,0.012640555
p05,co2,2018,0.01275172
p05,co2,2019,0.012811112
p05,co2,2020,0.012866549
p05,co2,2021,0.012932028
p05,contrails,1946,2.11e-06
p05,contrails,1947,2.24e-06
p05,contrails,1948,2.39e-06
p05,contrails,1949,2.56e-06
p05,contrails,1950,2.74e-06
p05,contrails,1951,2.94e-06
p05,contrails,1952,3.16e-06
p05,contrails,1953,3.41e-06
p05,contrails,1954,3.67e-06
p05,contrails,1955,3.95e-06
p05,contrails,1956,4.26e-06
p05,contrails,1957,4.65e-06
p05,contrails,1958,5.24e-06
p05,contrails,1959,6.03e-06
p05,contrails,1960,6.95e-06
p05,contrails,1961,8e-06
p05,contrails,1962,9.2e-06
p05,contrails,1963,1.07e-05
p05,contrails,1964,1.28e-05
p05,contrails,1965,1.52e-05
p05,contrails,1966,1.75e-05
p05,contrails,1967,1.98e-05
p05,contrails,1968,2.26e-05
p05,contrails,1969,2.53e-05
p05,contrails,1970,2.74e-05
p05,contrails,1971,2.86e-05
p05,contrails,1972,2.87e-05
p05,contrails,1973,2.83e-05
p05,contrails,1974,2.8e-05
p05,contrails,1975,2.8e-05
p05,contrails,1976,2.78e-05
p05,contrails,1977,2.75e-05
p05,contrails,1978,2.74e-05
p05,contrails,1979,2.76e-05
p05,contrails,1980,2.84e-05
p05,contrails,1981,2.94e-05
p05,contrails,1982,3.08e-05
p05,contrails,1983,3.27e-05
p05,contrails,1984,3.54e-05
p05,contrails,1985,3.9e-05
p05,contrails,1986,4.29e-05
p05,contrails,1987,4.58e-05
p05,contrails,1988,4.78e-05
p05,contrails,1989,5e-05
p05,contrails,1990,5.27e-05
p05,contrails,1991,5.6e-05
p05,contrails,1992,5.97e-05
p05,contrails,1993,6.39e-05
p05,contrails,1994,6.82e-05
p05,contrails,1995,7.27e-05
p05,contrails,1996,7.77e-05
p05,contrails,1997,8.17e-05
p05,contrails,1998,8.3e-05
p05,contrails,1999,8.22e-05
p05,contrails,2000,8.24e-05
p05,contrails,2001,8.5e-05
p05,contrails,2002,8.89e-05
p05,contrails,2003,9.37e-05
p05,contrails,2004,9.83e-05
p05,contrails,2005,0.000100742
p05,contrails,2006,0.000102994
p05,contrails,2007,0.000107331
p05,contrails,2008,0.000110223
p05,contrails,2009,0.000109577
p05,contrails,2010,0.000108398
p05,contrails,2011,0.000109496
p05,contrails,2012,0.000112985
p05,contrails,2013,0.000118955
p05,contrails,2014,0.00012559
p05,contrails,2015,0.000131447
p05,contrails,2016,0.000118113
p05,contrails,2017,8e-05
p05,contrails,2018,3.19e-05
p05,contrails,2019,-1.05e-05
p05,contrails,2020,1.59e-05
p05,contrails,2021,4.53e-05
p05,ghg,1946,0.003126506
p05,ghg,1947,0.002938432
p05,ghg,1948,0.00284855
p05,ghg,1949,0.002888269
p05,ghg,1950,0.003041776
p05,ghg,1951,0.003260536
p05,ghg,1952,0.003517631
p05,ghg,1953,0.003803668
p05,ghg,1954,0.004101619
p05,ghg,1955,0.004391983
p05,ghg,1956,0.004679283
p05,ghg,1957,0.004961369
p05,ghg,1958,0.005240339
p05,ghg,1959,0.005539427
p05,ghg,1960,0.005870804
p05,ghg,1961,0.006220916
p05,ghg,1962,0.006591389
p05,ghg,1963,0.006980048
p05,ghg,1964,0.007375243
p05,ghg,1965,0.007780225
p05,ghg,1966,0.008233909
p05,ghg,1967,0.008734811
p05,ghg,1968,0.00928893
p05,ghg,1969,0.009979845
p05,ghg,1970,0.010768595
p05,ghg,1971,0.011501201
p05,ghg,1972,0.012106822
p05,ghg,1973,0.012620733
p05,ghg,1974,0.013079557
p05,ghg,1975,0.013494056
p05,ghg,1976,0.01391048
p05,ghg,1977,0.014307991
p05,ghg,1978,0.01462814
p05,ghg,1979,0.014966913
p05,ghg,1980,0.015358073
p05,ghg,1981,0.015683846
p05,ghg,1982,0.015866692
p05,ghg,1983,0.015953799
p05,ghg,1984,0.016067824
p05,ghg,1985,0.016267273
p05,ghg,1986,0.016527752
p05,ghg,1987,0.016792798
p05,ghg,1988,0.016929772
p05,ghg,1989,0.016832144
p05,ghg,1990,0.016512713
p05,ghg,1991,0.016038878
p05,ghg,1992,0.015468617
p05,ghg,1993,0.014815261
p05,ghg,1994,0.014257986
p05,ghg,1995,0.013995022
p05,ghg,1996,0.013925639
p05,ghg,1997,0.013945709
p05,ghg,1998,0.014014241
p05,ghg,1999,0.014082076
p05,ghg,2000,0.014117969
p05,ghg,2001,0.014123866
p05,ghg,2002,0.014131803
p05,ghg,2003,0.014096689
p05,ghg,2004,0.014064367
p05,ghg,2005,0.01410831
p05,ghg,2006,0.014170943
p05,ghg,2007,0.014201652
p05,ghg,2008,0.014192334
p05,ghg,2009,0.014240521
p05,ghg,2010,0.014369924
p05,ghg,2011,0.014527647
p05,ghg,2012,0.014774963
p05,ghg,2013,0.015098944
p05,ghg,2014,0.015443509
p05,ghg,2015,0.01577341
p05,ghg,2016,0.016058118
p05,ghg,2017,0.016297876
p05,ghg,2018,0.016471403
p05,ghg,2019,0.016589624
p05,ghg,2020,0.016688115
p05,ghg,2021,0.016781167
p05,h2o_strat,1946,-4.4e-06
p05,h2o_strat,1947,-4.45e-06
p05,h2o_strat,1948,-4.5e-06
p05,h2o_strat,1949,-4.6e-06
p05,h2o_strat,1950,-4.77e-06
p05,h2o_strat,1951,-5.04e-06
p05,h2o_strat,1952,-5.42e-06
p05,h2o_strat,1953,-5.94e-06
p05,h2o_strat,1954,-6.55e-06
p05,h2o_strat,1955,-7.21e-06
p05,h2o_strat,1956,-7.8e-06
p05,h2o_strat,1957,-8.22e-06
p05,h2o_strat,1958,-8.48e-06
p05,h2o_strat,1959,-8.66e-06
