time,timebound_lower,timebound_upper,gas,source,units,value
1977.5,1977,1978,CO2-FFI,CEDS v2021.4.21,GtCO2,18.68426767
1978.5,1978,1979,CO2-FFI,CEDS v2021.4.21,GtCO2,19.74900373
1979.5,1979,1980,CO2-FFI,CEDS v2021.4.21,GtCO2,20.25791539
1980.5,1980,1981,CO2-FFI,CEDS v2021.4.21,GtCO2,20.05160161
1981.5,1981,1982,CO2-FFI,CEDS v2021.4.21,GtCO2,19.6754359
1982.5,1982,1983,CO2-FFI,CEDS v2021.4.21,GtCO2,19.44482262
1983.5,1983,1984,CO2-FFI,CEDS v2021.4.21,GtCO2,19.54625438
1984.5,1984,1985,CO2-FFI,CEDS v2021.4.21,GtCO2,20.09052058
1985.5,1985,1986,CO2-FFI,CEDS v2021.4.21,GtCO2,20.37398564
1986.5,1986,1987,CO2-FFI,CEDS v2021.4.21,GtCO2,20.69805067
1987.5,1987,1988,CO2-FFI,CEDS v2021.4.21,GtCO2,21.34628931
1988.5,1988,1989,CO2-FFI,CEDS v2021.4.21,GtCO2,22.04979802
1989.5,1989,1990,CO2-FFI,CEDS v2021.4.21,GtCO2,22.43218117
1990.5,1990,1991,CO2-FFI,CEDS v2021.4.21,GtCO2,21.962589
1991.5,1991,1992,CO2-FFI,CEDS v2021.4.21,GtCO2,22.01491269
1992.5,1992,1993,CO2-FFI,CEDS v2021.4.21,GtCO2,21.87144626
1993.5,1993,1994,CO2-FFI,CEDS v2021.4.21,GtCO2,21.98425374
1994.5,1994,1995,CO2-FFI,CEDS v2021.4.21,GtCO2,22.1570113
1995.5,1995,1996,CO2-FFI,CEDS v2021.4.21,GtCO2,22.68255796
1996.5,1996,1997,CO2-FFI,CEDS v2021.4.21,GtCO2,23.19148105
1997.5,1997,1998,CO2-FFI,CEDS v2021.4.21,GtCO2,23.5696132
1998.5,1998,1999,CO2-FFI,CEDS v2021.4.21,GtCO2,23.68590746
1999.5,1999,2000,CO2-FFI,CEDS v2021.4.21,GtCO2,23.89787709
2000.5,2000,2001,CO2-FFI,CEDS v2021.4.21,GtCO2,24.69236073
2001.5,2001,2002,CO2-FFI,CEDS v2021.4.21,GtCO2,24.93284647
2002.5,2002,2003,CO2-FFI,CEDS v2021.4.21,GtCO2,25.37239431
2003.5,2003,2004,CO2-FFI,CEDS v2021.4.21,GtCO2,26.57650133
2004.5,2004,2005,CO2-FFI,CEDS v2021.4.21,GtCO2,27.89393851
2005.5,2005,2006,CO2-FFI,CEDS v2021.4.21,GtCO2,28.8396254
2006.5,2006,2007,CO2-FFI,CEDS v2021.4.21,GtCO2,29.86570475
2007.5,2007,2008,CO2-FFI,CEDS v2021.4.21,GtCO2,30.99476344
2008.5,2008,2009,CO2-FFI,CEDS v2021.4.21,GtCO2,31.25978949
2009.5,2009,2010,CO2-FFI,CEDS v2021.4.21,GtCO2,30.67835682
2010.5,2010,2011,CO2-FFI,CEDS v2021.4.21,GtCO2,32.39129897
2011.5,2011,2012,CO2-FFI,CEDS v2021.4.21,GtCO2,33.3025266
2012.5,2012,2013,CO2-FFI,CEDS v2021.4.21,GtCO2,33.63324016
2013.5,2013,2014,CO2-FFI,CEDS v2021.4.21,GtCO2,34.25317958
2014.5,2014,2015,CO2-FFI,CEDS v2021.4.21,GtCO2,34.44914743
2015.5,2015,2016,CO2-FFI,CEDS v2021.4.21,GtCO2,34.50185757
2016.5,2016,2017,CO2-FFI,CEDS v2021.4.21,GtCO2,34.49306323
2017.5,2017,2018,CO2-FFI,CEDS v2021.4.21,GtCO2,34.98511157
2018.5,2018,2019,CO2-FFI,CEDS v2021.4.21,GtCO2,35.86313149
2019.5,2019,2020,CO2-FFI,CEDS v2021.4.21,GtCO2,36.04030069
1970.5,1970,1971,CH4,CEDS v2021.4.21,MtCH4,275.5809018
1971.5,1971,1972,CH4,CEDS v2021.4.21,MtCH4,284.6989193
1972.5,1972,1973,CH4,CEDS v2021.4.21,MtCH4,294.3079798
1973.5,1973,1974,CH4,CEDS v2021.4.21,MtCH4,309.8620086
1974.5,1974,1975,CH4,CEDS v2021.4.21,MtCH4,312.4189173
1975.5,1975,1976,CH4,CEDS v2021.4.21,MtCH4,306.6921293
1976.5,1976,1977,CH4,CEDS v2021.4.21,MtCH4,320.4556164
1977.5,1977,1978,CH4,CEDS v2021.4.21,MtCH4,319.8076278
1978.5,1978,1979,CH4,CEDS v2021.4.21,MtCH4,329.985542
1979.5,1979,1980,CH4,CEDS v2021.4.21,MtCH4,331.8393498
1980.5,1980,1981,CH4,CEDS v2021.4.21,MtCH4,324.4330668
1981.5,1981,1982,CH4,CEDS v2021.4.21,MtCH4,308.4052036
1982.5,1982,1983,CH4,CEDS v2021.4.21,MtCH4,307.3600263
1983.5,1983,1984,CH4,CEDS v2021.4.21,MtCH4,303.9514575
1984.5,1984,1985,CH4,CEDS v2021.4.21,MtCH4,301.9670474
1985.5,1985,1986,CH4,CEDS v2021.4.21,MtCH4,300.8154831
1986.5,1986,1987,CH4,CEDS v2021.4.21,MtCH4,303.2597853
1987.5,1987,1988,CH4,CEDS v2021.4.21,MtCH4,302.956498
1988.5,1988,1989,CH4,CEDS v2021.4.21,MtCH4,309.0292734
1989.5,1989,1990,CH4,CEDS v2021.4.21,MtCH4,312.7138082
1990.5,1990,1991,CH4,CEDS v2021.4.21,MtCH4,315.199043
1991.5,1991,1992,CH4,CEDS v2021.4.21,MtCH4,314.2080702
1992.5,1992,1993,CH4,CEDS v2021.4.21,MtCH4,310.463731
1993.5,1993,1994,CH4,CEDS v2021.4.21,MtCH4,307.9301354
1994.5,1994,1995,CH4,CEDS v2021.4.21,MtCH4,309.3747573
1995.5,1995,1996,CH4,CEDS v2021.4.21,MtCH4,310.7563565
1996.5,1996,1997,CH4,CEDS v2021.4.21,MtCH4,315.1576605
1997.5,1997,1998,CH4,CEDS v2021.4.21,MtCH4,314.7317382
1998.5,1998,1999,CH4,CEDS v2021.4.21,MtCH4,310.3914803
1999.5,1999,2000,CH4,CEDS v2021.4.21,MtCH4,308.1908282
2000.5,2000,2001,CH4,CEDS v2021.4.21,MtCH4,309.7946415
2001.5,2001,2002,CH4,CEDS v2021.4.21,MtCH4,310.6738254
2002.5,2002,2003,CH4,CEDS v2021.4.21,MtCH4,311.1347249
2003.5,2003,2004,CH4,CEDS v2021.4.21,MtCH4,321.5928118
2004.5,2004,2005,CH4,CEDS v2021.4.21,MtCH4,331.3321553
2005.5,2005,2006,CH4,CEDS v2021.4.21,MtCH4,336.1804147
2006.5,2006,2007,CH4,CEDS v2021.4.21,MtCH4,341.9515305
2007.5,2007,2008,CH4,CEDS v2021.4.21,MtCH4,343.4278523
2008.5,2008,2009,CH4,CEDS v2021.4.21,MtCH4,346.8236323
2009.5,2009,2010,CH4,CEDS v2021.4.21,MtCH4,345.5836666
2010.5,2010,2011,CH4,CEDS v2021.4.21,MtCH4,351.9424021
2011.5,2011,2012,CH4,CEDS v2021.4.21,MtCH4,354.9218972
2012.5,2012,2013,CH4,CEDS v2021.4.21,MtCH4,356.6631616
2013.5,2013,2014,CH4,CEDS v2021.4.21,MtCH4,358.4259324
2014.5,2014,2015,CH4,CEDS v2021.4.21,MtCH4,360.3328478
2015.5,2015,2016,CH4,CEDS v2021.4.21,MtCH4,359.7706772
2016.5,2016,2017,CH4,CEDS v2021.4.21,MtCH4,357.3090335
2017.5,2017,2018,CH4,CEDS v2021.4.21,MtCH4,357.4851464
2018.5,2018,2019,CH4,CEDS v2021.4.21,MtCH4,360.716548
2019.5,2019,2020,CH4,CEDS v2021.4.21,MtCH4,362.1444058
1970.5,1970,1971,N2O,CEDS v2021.4.21,MtN2O,5.558021661
1971.5,1971,1972,N2O,CEDS v2021.4.21,MtN2O,5.67262323
1972.5,1972,1973,N2O,CEDS v2021.4.21,MtN2O,5.841213636
1973.5,1973,1974,N2O,CEDS v2021.4.21,MtN2O,6.085813384
1974.5,1974,1975,N2O,CEDS v2021.4.21,MtN2O,6.177127997
1975.5,1975,1976,N2O,CEDS v2021.4.21,MtN2O,6.36774144
1976.5,1976,1977,N2O,CEDS v2021.4.21,MtN2O,6.497841705
1977.5,1977,1978,N2O,CEDS v2021.4.21,MtN2O,6.601770625
1978.5,1978,1979,N2O,CEDS v2021.4.21,MtN2O,6.819141332
1979.5,1979,1980,N2O,CEDS v2021.4.21,MtN2O,6.989315863
1980.5,1980,1981,N2O,CEDS v2021.4.21,MtN2O,7.03089409
1981.5,1981,1982,N2O,CEDS v2021.4.21,MtN2O,6.950615459
1982.5,1982,1983,N2O,CEDS v2021.4.21,MtN2O,6.771903415
1983.5,1983,1984,N2O,CEDS v2021.4.21,MtN2O,7.04966841
1984.5,1984,1985,N2O,CEDS v2021.4.21,MtN2O,7.191747914
1985.5,1985,1986,N2O,CEDS v2021.4.21,MtN2O,7.10544977
1986.5,1986,1987,N2O,CEDS v2021.4.21,MtN2O,7.17380917
1987.5,1987,1988,N2O,CEDS v2021.4.21,MtN2O,7.285603807
1988.5,1988,1989,N2O,CEDS v2021.4.21,MtN2O,7.369973056
1989.5,1989,1990,N2O,CEDS v2021.4.21,MtN2O,7.434103695
1990.5,1990,1991,N2O,CEDS v2021.4.21,MtN2O,7.671315649
1991.5,1991,1992,N2O,CEDS v2021.4.21,MtN2O,7.627908981
1992.5,1992,1993,N2O,CEDS v2021.4.21,MtN2O,7.610238384
1993.5,1993,1994,N2O,CEDS v2021.4.21,MtN2O,7.60802357
1994.5,1994,1995,N2O,CEDS v2021.4.21,MtN2O,7.677708041
1995.5,1995,1996,N2O,CEDS v2021.4.21,MtN2O,7.962478975
1996.5,1996,1997,N2O,CEDS v2021.4.21,MtN2O,8.132631374
1997.5,1997,1998,N2O,CEDS v2021.4.21,MtN2O,8.05206451
1998.5,1998,1999,N2O,CEDS v2021.4.21,MtN2O,8.026618553
1999.5,1999,2000,N2O,CEDS v2021.4.21,MtN2O,8.006244164
2000.5,2000,2001,N2O,CEDS v2021.4.21,MtN2O,7.945306989
2001.5,2001,2002,N2O,CEDS v2021.4.21,MtN2O,8.041731159
2002.5,2002,2003,N2O,CEDS v2021.4.21,MtN2O,8.100352668
2003.5,2003,2004,N2O,CEDS v2021.4.21,MtN2O,8.285211357
2004.5,2004,2005,N2O,CEDS v2021.4.21,MtN2O,8.543030666
2005.5,2005,2006,N2O,CEDS v2021.4.21,MtN2O,8.584594934
2006.5,2006,2007,N2O,CEDS v2021.4.21,MtN2O,8.672257675
2007.5,2007,2008,N2O,CEDS v2021.4.21,MtN2O,8.892747487
2008.5,2008,2009,N2O,CEDS v2021.4.21,MtN2O,8.86593995
2009.5,2009,2010,N2O,CEDS v2021.4.21,MtN2O,8.958486855
2010.5,2010,2011,N2O,CEDS v2021.4.21,MtN2O,9.089432786
2011.5,2011,2012,N2O,CEDS v2021.4.21,MtN2O,9.184790563
2012.5,2012,2013,N2O,CEDS v2021.4.21,MtN2O,9.132789298
2013.5,2013,2014,N2O,CEDS v2021.4.21,MtN2O,9.400076436
2014.5,2014,2015,N2O,CEDS v2021.4.21,MtN2O,9.554073397
2015.5,2015,2016,N2O,CEDS v2021.4.21,MtN2O,9.58358638
2016.5,2016,2017,N2O,CEDS v2021.4.21,MtN2O,9.577935584
2017.5,2017,2018,N2O,CEDS v2021.4.21,MtN2O,9.61059056
2018.5,2018,2019,N2O,CEDS v2021.4.21,MtN2O,9.692574706
2019.5,2019,2020,N2O,CEDS v2021.4.21,MtN2O,9.719044243
1750.5,1750,1751,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.00034
1751.5,1751,1752,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.00948
1752.5,1752,1753,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.00948
1753.5,1753,1754,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.00948
1754.5,1754,1755,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.00948
1755.5,1755,1756,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.00949
1756.5,1756,1757,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0101
1757.5,1757,1758,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0101
1758.5,1758,1759,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0101
1759.5,1759,1760,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0102
1760.5,1760,1761,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0102
1761.5,1761,1762,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0111
1762.5,1762,1763,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0111
1763.5,1763,1764,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0111
1764.5,1764,1765,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0111
1765.5,1765,1766,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0111
1766.5,1766,1767,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0124
1767.5,1767,1768,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0124
1768.5,1768,1769,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0124
1769.5,1769,1770,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0124
1770.5,1770,1771,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0124
1771.5,1771,1772,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0138
1772.5,1772,1773,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0138
1773.5,1773,1774,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0138
1774.5,1774,1775,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0138
1775.5,1775,1776,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0138
1776.5,1776,1777,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0152
1777.5,1777,1778,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0153
1778.5,1778,1779,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0153
1779.5,1779,1780,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0154
1780.5,1780,1781,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0154
1781.5,1781,1782,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0173
1782.5,1782,1783,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0174
1783.5,1783,1784,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0174
1784.5,1784,1785,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0175
1785.5,1785,1786,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0176
1786.5,1786,1787,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.02
1787.5,1787,1788,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.02
1788.5,1788,1789,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0201
1789.5,1789,1790,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0202
1790.5,1790,1791,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0203
1791.5,1791,1792,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0226
1792.5,1792,1793,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0233
1793.5,1793,1794,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0234
1794.5,1794,1795,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0234
1795.5,1795,1796,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0235
1796.5,1796,1797,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0247
1797.5,1797,1798,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.026
1798.5,1798,1799,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0271
1799.5,1799,1800,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0285
1800.5,1800,1801,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0303
1801.5,1801,1802,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0303
1802.5,1802,1803,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0377
1803.5,1803,1804,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0401
1804.5,1804,1805,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.041
1805.5,1805,1806,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0421
1806.5,1806,1807,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0437
1807.5,1807,1808,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0457
1808.5,1808,1809,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0439
1809.5,1809,1810,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0439
1810.5,1810,1811,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0443
1811.5,1811,1812,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0465
1812.5,1812,1813,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.048
1813.5,1813,1814,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0482
1814.5,1814,1815,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0491
1815.5,1815,1816,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0505
1816.5,1816,1817,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0548
1817.5,1817,1818,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0567
1818.5,1818,1819,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0569
1819.5,1819,1820,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.057
1820.5,1820,1821,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0578
1821.5,1821,1822,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0586
1822.5,1822,1823,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0606
1823.5,1823,1824,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0637
1824.5,1824,1825,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0657
1825.5,1825,1826,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.068
1826.5,1826,1827,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0687
1827.5,1827,1828,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0733
1828.5,1828,1829,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.074
1829.5,1829,1830,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0738
1830.5,1830,1831,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0912
1831.5,1831,1832,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0864
1832.5,1832,1833,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.087
1833.5,1833,1834,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0888
1834.5,1834,1835,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0906
1835.5,1835,1836,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.0928
1836.5,1836,1837,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.107
1837.5,1837,1838,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.108
1838.5,1838,1839,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.111
1839.5,1839,1840,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.115
1840.5,1840,1841,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.122
1841.5,1841,1842,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.126
1842.5,1842,1843,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.134
1843.5,1843,1844,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.137
1844.5,1844,1845,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.146
1845.5,1845,1846,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.16
1846.5,1846,1847,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.164
1847.5,1847,1848,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.179
1848.5,1848,1849,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.18
1849.5,1849,1850,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.19
1850.5,1850,1851,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.204
1851.5,1851,1852,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.207
1852.5,1852,1853,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.216
1853.5,1853,1854,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.227
1854.5,1854,1855,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.267
1855.5,1855,1856,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.272
1856.5,1856,1857,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.29
1857.5,1857,1858,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.294
1858.5,1858,1859,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.298
1859.5,1859,1860,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.316
1860.5,1860,1861,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.346
1861.5,1861,1862,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.365
1862.5,1862,1863,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.372
1863.5,1863,1864,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.396
1864.5,1864,1865,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.426
1865.5,1865,1866,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.453
1866.5,1866,1867,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.467
1867.5,1867,1868,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.502
1868.5,1868,1869,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.516
1869.5,1869,1870,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.548
1870.5,1870,1871,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.561
1871.5,1871,1872,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.596
1872.5,1872,1873,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.66
1873.5,1873,1874,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.701
1874.5,1874,1875,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.656
1875.5,1875,1876,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.714
1876.5,1876,1877,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.725
1877.5,1877,1878,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.739
1878.5,1878,1879,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.743
1879.5,1879,1880,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.797
1880.5,1880,1881,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.904
1881.5,1881,1882,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.932
1882.5,1882,1883,CO2-FFI,PRIMAP v2.4.2,GtCO2,0.986
1883.5,1883,1884,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.05
1884.5,1884,1885,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.06
1885.5,1885,1886,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.07
1886.5,1886,1887,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.09
1887.5,1887,1888,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.14
1888.5,1888,1889,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.27
1889.5,1889,1890,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.27
1890.5,1890,1891,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.38
1891.5,1891,1892,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.44
1892.5,1892,1893,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.46
1893.5,1893,1894,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.44
1894.5,1894,1895,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.49
1895.5,1895,1896,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.58
1896.5,1896,1897,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.63
1897.5,1897,1898,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.71
1898.5,1898,1899,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.81
1899.5,1899,1900,CO2-FFI,PRIMAP v2.4.2,GtCO2,1.98
1900.5,1900,1901,CO2-FFI,PRIMAP v2.4.2,GtCO2,2.09
1901.5,1901,1902,CO2-FFI,PRIMAP v2.4.2,GtCO2,2.16
1902.5,1902,1903,CO2-FFI,PRIMAP v2.4.2,GtCO2,2.21
1903.5,1903,1904,CO2-FFI,PRIMAP v2.4.2,GtCO2,2.41
1904.5,1904,1905,CO2-FFI,PRIMAP v2.4.2,GtCO2,2.44
1905.5,1905,1906,CO2-FFI,PRIMAP v2.4.2,GtCO2,2.59
1906.5,1906,1907,CO2-FFI,PRIMAP v2.4.2,GtCO2,2.73
1907.5,1907,1908,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.09
1908.5,1908,1909,CO2-FFI,PRIMAP v2.4.2,GtCO2,2.98
1909.5,1909,1910,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.09
1910.5,1910,1911,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.24
1911.5,1911,1912,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.3
1912.5,1912,1913,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.46
1913.5,1913,1914,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.74
1914.5,1914,1915,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.4
1915.5,1915,1916,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.35
1916.5,1916,1917,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.61
1917.5,1917,1918,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.74
1918.5,1918,1919,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.7
1919.5,1919,1920,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.21
1920.5,1920,1921,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.72
1921.5,1921,1922,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.26
1922.5,1922,1923,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.43
1923.5,1923,1924,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.9
1924.5,1924,1925,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.91
1925.5,1925,1926,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.97
1926.5,1926,1927,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.92
1927.5,1927,1928,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.29
1928.5,1928,1929,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.28
1929.5,1929,1930,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.6
1930.5,1930,1931,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.26
1931.5,1931,1932,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.81
1932.5,1932,1933,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.44
1933.5,1933,1934,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.62
1934.5,1934,1935,CO2-FFI,PRIMAP v2.4.2,GtCO2,3.94
1935.5,1935,1936,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.14
1936.5,1936,1937,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.55
1937.5,1937,1938,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.87
1938.5,1938,1939,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.59
1939.5,1939,1940,CO2-FFI,PRIMAP v2.4.2,GtCO2,4.87
1940.5,1940,1941,CO2-FFI,PRIMAP v2.4.2,GtCO2,5.25
1941.5,1941,1942,CO2-FFI,PRIMAP v2.4.2,GtCO2,5.38
1942.5,1942,1943,CO2-FFI,PRIMAP v2.4.2,GtCO2,5.39
1943.5,1943,1944,CO2-FFI,PRIMAP v2.4.2,GtCO2,5.58
